px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.15974	-4.75194	2.51996	-0.585948	0	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0
7.13261	-4.82718	0	0	0	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0
7.2829	-5.01975	3.20216	-0.603476	0	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	0
7.34301	-5.14642	0	0	0	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0
7.32687	-5.26205	2.45726	-0.622827	0	7.32687	-5.26205	7.4	-5.3	0.999994	-3	0
7.46174	-5.44979	0	0	0	7.46174	-5.44979	7.45	-5.45	0.999999	-3	0
7.47116	-5.48352	2.46174	-0.633155	0	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0
7.65989	-5.6552	0	0	0	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0
7.78563	-5.85993	2.28392	-0.645201	0	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	0
7.75276	-5.95823	0	0	0	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0
7.79663	-6.00945	2.49108	-0.656665	0	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0
7.95034	-6.15505	0	0	0	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0
8.04642	-6.30578	3.50849	-0.664707	0	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	0
8.14855	-6.44643	0	0	0	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0
8.26534	-6.60186	1.89866	-0.673972	0	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	0
8.25279	-6.64996	0	0	0	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0
8.2109	-6.73286	2.56302	-0.686812	0	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0
8.35448	-6.94719	0	0	0	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0
8.61718	-7.22425	3.19734	-0.697694	0	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	0
8.54666	-7.24803	0	0	0	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0
8.69659	-7.3744	2.66814	-0.703311	0	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0
8.74711	-7.43338	0	0	0	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0
8.68846	-7.50096	2.92582	-0.712179	0	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0
8.84984	-7.75349	0	0	0	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0
8.77486	-7.80083	2.18954	-0.726703	0	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	0
8.94604	-8.07116	0	0	0	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0
8.92041	-8.11276	1.97437	-0.738017	0	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	0
9.01893	-8.23506	0	0	0	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0
9.04724	-8.3711	2.46112	-0.7466	0	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0
9.1628	-8.53304	0	0	0	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0
9.09379	-8.55764	3.12856	-0.755033	0	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	0
9.3508	-8.85468	0	0	0	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0
9.40597	-8.96981	2.54796	-0.761667	0	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0
9.45338	-9.162	0	0	0	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0
9.51544	-9.36256	2.64735	-0.7773	0	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0
9.56994	-9.45148	0	0	0	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0
9.62712	-9.59131	1.80157	-0.783535	0	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	0
9.64603	-9.66938	0	0	0	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0
9.63311	-9.79216	1.9961	-0.793586	0	9.63311	-9.79216	9.65	-9.8	0	-2.73054	0
9.64842	-9.95866	0	0	0	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0
9.61381	-9.98703	2.82352	-0.804437	0	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	0
9.7516	-10.2483	0	0	0	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0
9.7698	-10.3568	2.56532	-0.814555	0	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0
9.8633	-10.5382	0	0	0	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0
9.8617	-10.6917	1.93079	-0.825759	0	9.8617	-10.6917	9.85	-10.7	0	-2.72718	0
9.84674	-10.8547	0	0	0	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0
9.75887	-10.887	1.93631	-0.839985	0	9.75887	-10.887	9.85	-11	0	-2.72395	0
9.86442	-11.1448	0	0	0	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0
9.87245	-11.316	2.11639	-0.853421	0	9.87245	-11.316	9.85	-11.3	0	-2.73074	0
9.85036	-11.4464	0	0	0	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0
9.93142	-11.6783	2.06556	-0.866059	0	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0
9.83174	-11.7336	0	0	0	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0
9.80843	-11.8702	1.79987	-0.88022	0	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0
9.75331	-12.0506	0	0	0	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0
9.64519	-12.1714	0.234171	-0.900676	0	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	0
9.55524	-12.2329	0	0	0	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0
9.47014	-12.4324	1.29552	-0.919828	0	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0
9.34172	-12.5587	0	0	0	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0
9.21558	-12.6577	0.291516	-0.941485	0	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	0
9.16462	-12.7506	0	0	0	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0
9.08802	-12.8351	0.414822	-0.954682	0	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0
8.95936	-12.9426	0	0	0	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0
8.8569	-13.1416	0.972751	2.16383	0	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	0
8.65422	-13.0444	0	0	0	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0
8.49168	-13.0983	0.116796	2.14598	0	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0
8.3436	-13.2381	0	0	0	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0
8.19421	-13.0768	1.74358	2.13056	0	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	0
8.15674	-13.1486	0	0	0	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0
7.9999	-13.1879	0.658323	2.11606	0	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0
7.85314	-13.2533	0	0	0	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0
7.57824	-13.1345	1.86286	2.09411	0	7.57824	-13.1345	7.65	-13.25	-3.62957	0	0
7.45422	-13.2433	0	0	0	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0
7.33241	-13.2718	1.33622	2.07554	0	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0
7.13166	-13.2372	0	0	0	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0
6.97467	-13.1643	1.4991	2.05801	0	6.97467	-13.1643	7	-13.25	-2.72703	0	0
6.84852	-13.2404	0	0	0	6.84852	-13.2404	6.85	-13.25	-2.727	0	0
6.7113	-13.2598	2.03746	2.03934	0	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0
6.55626	-13.1584	0	0	0	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0
6.32545	-12.9303	2.23409	2.02576	0	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0
6.25112	-13.0473	0	0	0	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0
6.09711	-13.0021	1.93156	2.00928	0	6.09711	-13.0021	6.1	-13	-2.73	0.910004	0
5.95513	-12.9613	0	0	0	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0
5.89343	-13.1185	2.05973	1.99302	0	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	0
5.6635	-12.8347	0	0	0	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0
5.61778	-12.8527	2.36004	1.98286	0	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0
5.45219	-12.6228	0	0	0	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0
5.30917	-12.4284	2.47916	1.97451	0	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0
5.25069	-12.4448	0	0	0	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0
5.13338	-12.4375	2.79199	1.96223	0	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0
4.9499	-12.2734	0	0	0	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	0
4.92993	-12.1787	2.10019	1.95543	0	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	0
4.84027	-12.0359	0	0	0	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0
4.79909	-11.9738	3.33726	1.95199	0	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	0
4.63814	-11.758	0	0	0	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0
4.50688	-11.4491	2.07279	1.94581	0	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	0
4.5399	-11.541	0	0	0	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0
4.46798	-11.2692	3.59435	1.94826	0	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	0
4.45518	-11.1556	0	0	0	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0
4.47788	-11.2387	1.93426	1.94995	0	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	0
4.36691	-10.9529	0	0	0	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0
4.34978	-10.6819	2.00293	1.9575	0	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	0
4.42489	-10.6572	0	0	0	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0
4.45256	-10.5332	2.81654	1.97073	0	4.45256	-10.5332	4.45	-10.5	0	3.00113	0
4.44692	-10.3512	0	0	0	4.44692	-10.3512	4.45	-10.35	0	3.00113	0
4.41237	-9.99477	2.25117	1.98653	0	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0
4.5556	-10.0446	0	0	0	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0
4.57379	-9.85032	2.26342	2.0055	0	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0
4.65841	-9.75093	0	0	0	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0
4.60255	-9.4741	1.07221	2.02302	0	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	0
4.74425	-9.53907	0	0	0	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0
4.78405	-9.35872	1.95487	2.04335	0	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	0
4.87523	-9.25457	0	0	0	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0
4.92663	-9.02336	1.598	2.07055	0	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	0
5.04624	-8.96378	0	0	0	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0
5.1055	-8.72095	1.48391	2.10043	0	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	0
5.26299	-8.64398	0	0	0	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0
5.34134	-8.5519	0.557198	2.12909	0	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0
5.43218	-8.43885	0	0	0	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0
5.5122	-8.36624	1.11875	2.15338	0	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	0
5.54143	-8.23537	0	0	0	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0
5.72065	-8.20245	0.253973	-0.961796	0	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	0
5.85207	-8.0316	0	0	0	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0
5.99121	-7.96746	1.09038	2.21555	0	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	0
6.04955	-7.75139	0	0	0	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0
6.20599	-7.74241	0.251318	2.24649	0	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	0
6.2473	-7.56333	0	0	0	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0
6.39144	-7.48582	0.225876	2.2775	0	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	0
6.44526	-7.36223	0	0	0	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0
6.66209	-7.31025	0.387467	-0.831754	0	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0
6.74856	-7.14204	0	0	0	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0
6.83447	-7.05268	0.0111151	-0.80111	0	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	0
6.97717	-6.96144	0	0	0	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0
7.13677	-6.88363	0.813798	-0.767345	0	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0
7.2552	-6.74652	0	0	0	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	0
7.234	-6.59525	0.48358	2.40235	0	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	0
7.33491	-6.53948	0	0	0	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0
7.67988	-6.69347	2.05987	-0.716878	0	7.67988	-6.69347	7.5	-6.55	2.72747	0	0
7.64389	-6.55777	0	0	0	7.64389	-6.55777	7.65	-6.55	2.72745	0	0
7.94309	-6.60222	0.298687	-0.693472	0	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	0
7.84566	-6.34021	0	0	0	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0
7.9171	-6.24084	1.53364	-0.66755	0	7.9171	-6.24084	8	-6.3	2.72648	0.908821	0
8.14601	-6.23101	0	0	0	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0
8.37368	-6.18614	0.146262	2.50532	0	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	0
8.35502	-5.95811	0	0	0	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0
8.43843	-5.87193	1.90025	-0.607939	0	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	0
8.64201	-5.86567	0	0	0	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0
8.76652	-5.75601	0.616103	-0.580994	0	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	0
8.85198	-5.65134	0	0	0	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0
8.91028	-5.47662	1.48103	-0.551115	0	8.91028	-5.47662	9	-5.55	2.73109	1.82073	0
9.13482	-5.45989	0	0	0	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0
9.32693	-5.39468	0.767143	-0.524384	0	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	0
9.33045	-5.26019	0	0	0	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0
9.4498	-5.12838	1.45792	-0.497219	0	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0
9.63754	-5.04328	0	0	0	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	0
9.83281	-5.00671	0.0453641	-0.470968	0	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	0
9.74856	-4.84745	0	0	0	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0
9.96003	-4.81123	0.869401	-0.449999	0	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0
9.93394	-4.66432	0	0	0	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0
10.1357	-4.58625	0.928876	-0.424919	0	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0
10.1444	-4.44253	0	0	0	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0
10.3185	-4.35401	1.77981	-0.399294	0	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	0
10.4496	-4.24828	0	0	0	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0
10.5826	-4.11494	0.30287	2.77074	0	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	0
10.5542	-3.95161	0	0	0	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0
10.6618	-3.80699	0.712047	-0.342958	0	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0
10.7602	-3.65417	0	0	0	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0
10.8593	-3.57039	1.20517	-0.317652	0	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	0
10.9375	-3.46792	0	0	0	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0
11.0183	-3.30073	0.041231	-0.29106	0	11.0183	-3.30073	11	-3.3	0.908549	2.72563	0
11.0672	-3.14607	0	0	0	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0
11.1054	-3.01303	0.216416	-0.264934	0	11.1054	-3.01303	11.1	-3	0.90888	2.72663	0
11.1428	-2.8481	0	0	0	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0
11.1758	-2.69942	0.259454	-0.237002	0	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0
11.2495	-2.5409	0	0	0	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0
11.4549	-2.46508	1.46601	2.92963	0	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	0
11.1705	-2.24061	0	0	0	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0
11.2202	-2.08176	1.44344	-0.183451	0	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	0
11.3536	-1.97104	0	0	0	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0
11.224	-1.77367	0.454345	2.98486	0	11.224	-1.77367	11.35	-1.8	0	2.71996	0
11.3661	-1.64386	0	0	0	11.3661	-1.64386	11.35	-1.65	0	2.71993	0
11.2691	-1.47976	0.347156	3.01103	0	11.2691	-1.47976	11.35	-1.5	0	2.73448	0
11.3391	-1.34511	0	0	0	11.3391	-1.34511	11.35	-1.35	0	2.73446	0
11.2507	-1.19626	2.15196	3.03566	0	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	0
11.1532	-1.04324	0	0	0	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0
10.9697	-0.89157	1.38138	3.0605	0	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	0
11.0654	-0.742685	0	0	0	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0
10.8913	-0.655608	1.96694	3.08147	0	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	0
10.8418	-0.549005	0	0	0	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0
10.827	-0.442912	1.78777	3.10071	0	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0
10.6642	-0.353413	0	0	0	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0
10.5503	-0.248633	3.26318	3.11803	0	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	0
10.3487	-0.171899	0	0	0	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	0
10.2559	-0.115293	2.08683	3.13035	0	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	0
10.137	-0.0462889	0	0	0	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	0
10.0717	0.0165033	1.97994	-3.13995	0	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	0
9.92833	0.0556031	0	0	0	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0
9.8478	0.0279858	2.93313	-3.13875	0	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	0
9.65029	0.0372757	0	0	0	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	0
9.54682	0.0997641	2.97688	-3.13114	0	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	0
9.33515	0.138463	0	0	0	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0
9.46113	0.134275	1.83274	-3.1274	0	9.46113	0.134275	9.25	0.15	-1.81915	0	0
9.13787	0.161547	0	0	0	9.13787	0.161547	9.15	0.15	-1.81913	0	0
9.02723	0.196492	3.05478	-3.11983	0	9.02723	0.196492	9	0.2	-2.99927	0.99976	0
8.82128	0.250523	0	0	0	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0
8.67607	0.247512	3.02363	-3.11307	0	8.67607	0.247512	8.7	0.25	-2.99873	0	0
8.54916	0.247046	0	0	0	8.54916	0.247046	8.55	0.25	-2.99871	0	0
8.44086	0.253341	2.58343	-3.11159	0	8.44086	0.253341	8.4	0.25	-2.72872	0	0
8.2302	0.258614	0	0	0	8.2302	0.258614	8.25	0.25	-2.72871	0	0
8.1066	0.204722	2.97538	-3.11634	0	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	0
7.94777	0.127954	0	0	0	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0
7.82213	0.149733	3.06134	-3.12245	0	7.82213	0.149733	7.8	0.15	-3.00101	0	0
7.63383	0.15164	0	0	0	7.63383	0.15164	7.65	0.15	-3.00099	0	0
7.49691	0.101076	2.56198	-3.12811	0	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0
7.35046	0.0656199	0	0	0	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	0
7.13188	-0.00451978	2.02086	3.14096	0	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	0
7.14965	-0.0559868	0	0	0	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	0
6.77233	-0.150907	2.89458	3.11931	0	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	0
6.85872	-0.227918	0	0	0	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0
6.70421	-0.347264	0.920895	3.08984	0	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	0
6.74687	-0.441006	0	0	0	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0
6.72084	-0.550555	1.87538	3.05986	0	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	0
6.54837	-0.624094	0	0	0	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0
6.40088	-0.78131	0.595118	3.02013	0	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	0
6.44859	-0.960126	0	0	0	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0
6.37766	-1.0844	0.399597	2.97317	0	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	0
6.35596	-1.24356	0	0	0	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0
6.5527	-1.43518	0.545837	-0.215617	0	6.5527	-1.43518	6.35	-1.4	0	-3.00132	0
6.35503	-1.55184	0	0	0	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0
6.33086	-1.6454	0.351234	-0.254276	0	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0
6.34356	-1.7483	0	0	0	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0
6.34522	-1.96081	1.27178	-0.299712	0	6.34522	-1.96081	6.35	-1.95	0	-3.99976	0
6.34095	-2.12276	0	0	0	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0
6.3068	-2.23646	0.695528	-0.340776	0	6.3068	-2.23646	6.35	-2.25	0	-2	0
6.34785	-2.35274	0	0	0	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0
6.26272	-2.46894	1.10962	-0.375521	0	6.26272	-2.46894	6.35	-2.5	0	-3	0
6.36265	-2.64414	0	0	0	6.36265	-2.64414	6.35	-2.65	0	-3	0
6.38105	-2.77438	2.11301	-0.410128	0	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	0
6.461	-2.95066	0	0	0	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0
6.50958	-3.15806	2.60049	-0.451689	0	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	0
6.55345	-3.36165	0	0	0	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	0
6.64067	-3.46888	1.63266	-0.481382	0	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	0
6.63536	-3.55462	0	0	0	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0
6.70376	-3.69784	2.5156	-0.504076	0	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	0
6.75151	-3.84595	0	0	0	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	0
6.65288	-3.91672	2.13592	-0.532089	0	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	0
6.85764	-4.15466	0	0	0	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	0
6.9447	-4.2991	1.6278	-0.554308	0	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	0
6.94846	-4.34203	0	0	0	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	0
7.09552	-4.55441	2.47219	-0.57064	0	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	0
7.03506	-4.6461	0	0	0	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	0
7.25009	-4.88515	3.2723	-0.592929	0	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	0
7.26242	-4.9318	0	0	0	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	0
7.33292	-5.08676	1.91642	-0.606477	0	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	0
7.3521	-5.15533	0	0	0	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	0
7.40318	-5.28627	2.43519	-0.620096	0	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	0
7.44098	-5.44336	0	0	0	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	0
7.46878	-5.50726	2.73629	-0.635369	0	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	0
7.66561	-5.647	0	0	0	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	0
7.70927	-5.8194	2.41719	-0.646603	0	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	0
7.75724	-5.96146	0	0	0	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	0
7.71187	-5.94164	2.7844	-0.656464	0	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	0
7.95005	-6.14609	0	0	0	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	0
8.03808	-6.28852	2.032	-0.66388	0	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	0
8.04346	-6.35767	0	0	0	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	0
8.1071	-6.48544	3.36501	-0.674723	0	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	0
8.25742	-6.66007	0	0	0	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	0
